"Index:	FREQUENCY:	AMPLITUDE:	BIAS:	GAMMA:	Pressure:	TimeMark:"
"000004248	022318.525	-00.045598	0.304440	-1.495557e-08	0.0e+00	00:11:19.860"
"000004249	022318.600	000.067198	0.305068	2.203120e-08	0.0e+00	00:11:20.016"
"000004250	022318.675	000.200005	0.305219	6.556592e-08	0.0e+00	00:11:20.188"
"000004251	022318.750	000.191054	0.305817	6.260698e-08	0.0e+00	00:11:20.344"
"000004252	022318.825	000.331036	0.306987	1.083950e-07	0.0e+00	00:11:20.500"
"000004253	022318.900	000.347349	0.307669	1.136859e-07	0.0e+00	00:11:20.656"
"000004254	022318.975	000.355325	0.307839	1.162835e-07	0.0e+00	00:11:20.828"
"000004255	022319.050	000.503334	0.308031	1.647003e-07	0.0e+00	00:11:20.985"
"000004256	022319.125	000.524131	0.308388	1.714653e-07	0.0e+00	00:11:21.141"
"000004257	022319.200	000.675180	0.309187	2.207644e-07	0.0e+00	00:11:21.313"
"000004258	022319.275	000.519614	0.309400	1.698753e-07	0.0e+00	00:11:21.469"
"000004259	022319.350	000.628748	0.309508	2.055392e-07	0.0e+00	00:11:21.625"
"000004260	022319.425	000.596213	0.309552	1.948978e-07	0.0e+00	00:11:21.797"
"000004261	022319.500	000.752650	0.310027	2.459597e-07	0.0e+00	00:11:21.953"
"000004262	022319.575	000.597212	0.310669	1.950820e-07	0.0e+00	00:11:22.110"
"000004263	022319.650	000.653352	0.310901	2.133879e-07	0.0e+00	00:11:22.266"
"000004264	022319.725	000.644771	0.310748	2.106064e-07	0.0e+00	00:11:22.438"
"000004265	022319.800	000.634348	0.310880	2.071843e-07	0.0e+00	00:11:22.594"
"000004266	022319.875	000.763232	0.311644	2.491545e-07	0.0e+00	00:11:22.750"
"000004267	022319.950	000.697525	0.311916	2.276642e-07	0.0e+00	00:11:22.922"
"000004268	022320.025	000.766836	0.312274	2.502281e-07	0.0e+00	00:11:23.078"
"000004269	022320.100	000.594001	0.312081	1.938545e-07	0.0e+00	00:11:23.235"
"000004270	022320.175	000.596402	0.312621	1.945692e-07	0.0e+00	00:11:23.391"
"000004271	022320.250	000.563221	0.313413	1.836496e-07	0.0e+00	00:11:23.563"
"000004272	022320.325	000.508606	0.313518	1.658297e-07	0.0e+00	00:11:23.719"
"000004273	022320.400	000.584872	0.313303	1.907230e-07	0.0e+00	00:11:23.875"
"000004274	022320.475	000.395322	0.313278	1.289139e-07	0.0e+00	00:11:24.047"
"000004275	022320.550	000.430652	0.313547	1.404106e-07	0.0e+00	00:11:24.203"
"000004276	022320.625	000.407216	0.313753	1.327515e-07	0.0e+00	00:11:24.360"
"000004277	022320.700	000.378715	0.313893	1.234490e-07	0.0e+00	00:11:24.531"
"000004278	022320.775	000.234492	0.313315	7.646567e-08	0.0e+00	00:11:24.688"
"000004279	022320.850	000.312494	0.312630	1.019471e-07	0.0e+00	00:11:24.844"
"000004280	022320.925	000.234572	0.313060	7.650440e-08	0.0e+00	00:11:25.000"
"000004281	022321.000	000.235993	0.312764	7.698282e-08	0.0e+00	00:11:25.172"
"000004282	022321.075	000.400423	0.312418	1.306506e-07	0.0e+00	00:11:25.328"
"000004283	022321.150	000.205541	0.311963	6.708410e-08	0.0e+00	00:11:25.485"
"000004284	022321.225	000.218326	0.312094	7.125083e-08	0.0e+00	00:11:25.656"
"000004285	022321.300	000.301584	0.312140	9.841927e-08	0.0e+00	00:11:25.813"
"000004286	022321.375	000.316886	0.312122	1.034142e-07	0.0e+00	00:11:25.969"
"000004287	022321.450	000.191109	0.311518	6.239219e-08	0.0e+00	00:11:26.141"
"000004288	022321.525	000.168023	0.310921	5.487639e-08	0.0e+00	00:11:26.297"
"000004289	022321.600	000.347922	0.311292	1.136042e-07	0.0e+00	00:11:26.453"
"000004290	022321.675	000.265587	0.311492	8.670864e-08	0.0e+00	00:11:26.625"
"000004291	022321.750	000.264594	0.311279	8.639628e-08	0.0e+00	00:11:26.781"
"000004292	022321.825	000.203969	0.310694	6.662631e-08	0.0e+00	00:11:26.938"
"000004293	022321.900	000.239279	0.310130	7.818922e-08	0.0e+00	00:11:27.094"
"000004294	022321.975	000.297991	0.310213	9.736904e-08	0.0e+00	00:11:27.266"
"000004295	022322.050	000.349880	0.310144	1.143291e-07	0.0e+00	00:11:27.422"
"000004296	022322.125	000.297607	0.309572	9.728436e-08	0.0e+00	00:11:27.578"
"000004297	022322.200	000.286914	0.308644	9.384580e-08	0.0e+00	00:11:27.750"
"000004298	022322.275	000.363787	0.308295	1.190173e-07	0.0e+00	00:11:27.906"
"000004299	022322.350	000.269618	0.308045	8.822312e-08	0.0e+00	00:11:28.063"
"000004300	022322.425	000.325052	0.307819	1.063779e-07	0.0e+00	00:11:28.235"
"000004301	022322.500	000.362396	0.306934	1.186678e-07	0.0e+00	00:11:28.391"
"000004302	022322.575	000.415569	0.305801	1.361804e-07	0.0e+00	00:11:28.547"
"000004303	022322.650	000.390887	0.305480	1.281193e-07	0.0e+00	00:11:28.703"
