"Index:	FREQUENCY:	AMPLITUDE:	BIAS:	GAMMA:	Pressure:	TimeMark:"
"000000184	022013.725	000.162871	-0.020394	6.788526e-08	0.0e+00	00:00:28.453"
"000000185	022013.800	000.271133	-0.019733	1.129471e-07	0.0e+00	00:00:28.610"
"000000186	022013.875	000.205216	-0.019409	8.546469e-08	0.0e+00	00:00:28.766"
"000000187	022013.950	000.188910	-0.018320	7.860257e-08	0.0e+00	00:00:28.922"
"000000188	022014.025	000.226716	-0.017459	9.426549e-08	0.0e+00	00:00:29.078"
"000000189	022014.100	000.325474	-0.016413	1.352101e-07	0.0e+00	00:00:29.235"
"000000190	022014.175	000.307254	-0.015752	1.275708e-07	0.0e+00	00:00:29.391"
"000000191	022014.250	000.328410	-0.015666	1.363452e-07	0.0e+00	00:00:29.547"
"000000192	022014.325	000.260109	-0.015080	1.079364e-07	0.0e+00	00:00:29.703"
"000000193	022014.400	000.481940	-0.014292	1.998576e-07	0.0e+00	00:00:29.860"
"000000194	022014.475	000.489033	-0.013230	2.026206e-07	0.0e+00	00:00:30.016"
"000000195	022014.550	000.589175	-0.012412	2.439471e-07	0.0e+00	00:00:30.172"
"000000196	022014.625	000.661057	-0.012155	2.736514e-07	0.0e+00	00:00:30.328"
"000000197	022014.700	000.688181	-0.011505	2.847266e-07	0.0e+00	00:00:30.485"
"000000198	022014.775	000.759175	-0.010808	3.139181e-07	0.0e+00	00:00:30.641"
"000000199	022014.850	000.889038	-0.009390	3.671860e-07	0.0e+00	00:00:30.797"
"000000200	022014.925	000.875933	-0.008840	3.616091e-07	0.0e+00	00:00:30.953"
"000000201	022015.000	000.860493	-0.008754	3.552101e-07	0.0e+00	00:00:31.110"
"000000202	022015.075	000.945097	-0.008391	3.900173e-07	0.0e+00	00:00:31.266"
"000000203	022015.150	000.892306	-0.007753	3.680380e-07	0.0e+00	00:00:31.422"
"000000204	022015.225	000.901252	-0.006375	3.713057e-07	0.0e+00	00:00:31.578"
"000000205	022015.300	001.015666	-0.005835	4.182570e-07	0.0e+00	00:00:31.735"
"000000206	022015.375	000.834768	-0.005359	3.436276e-07	0.0e+00	00:00:31.891"
"000000207	022015.450	000.716145	-0.004782	2.946569e-07	0.0e+00	00:00:32.047"
"000000208	022015.525	000.754576	-0.004271	3.103388e-07	0.0e+00	00:00:32.203"
"000000209	022015.600	000.721611	-0.003114	2.964990e-07	0.0e+00	00:00:32.360"
"000000210	022015.675	000.705866	-0.002794	2.899533e-07	0.0e+00	00:00:32.516"
"000000211	022015.750	000.673657	-0.002280	2.766057e-07	0.0e+00	00:00:32.672"
"000000212	022015.825	000.611866	-0.002135	2.512043e-07	0.0e+00	00:00:32.813"
"000000213	022015.900	000.504263	-0.001353	2.068948e-07	0.0e+00	00:00:32.969"
"000000214	022015.975	000.472970	-0.000172	1.938676e-07	0.0e+00	00:00:33.125"
"000000215	022016.050	000.395917	0.000418	1.622055e-07	0.0e+00	00:00:33.297"
"000000216	022016.125	000.459121	0.000812	1.880394e-07	0.0e+00	00:00:33.453"
"000000217	022016.200	000.468093	0.001024	1.916807e-07	0.0e+00	00:00:33.610"
"000000218	022016.275	000.441643	0.001547	1.807721e-07	0.0e+00	00:00:33.766"
"000000219	022016.350	000.400009	0.002203	1.636427e-07	0.0e+00	00:00:33.922"
"000000220	022016.425	000.468448	0.003232	1.914798e-07	0.0e+00	00:00:34.078"
"000000221	022016.500	000.474274	0.003787	1.937731e-07	0.0e+00	00:00:34.235"
"000000222	022016.575	000.513173	0.004182	2.095982e-07	0.0e+00	00:00:34.391"
"000000223	022016.650	000.521767	0.004454	2.130610e-07	0.0e+00	00:00:34.547"
"000000224	022016.725	000.532289	0.005219	2.172222e-07	0.0e+00	00:00:34.703"
"000000225	022016.800	000.521267	0.006300	2.125364e-07	0.0e+00	00:00:34.860"
"000000226	022016.875	000.517816	0.006859	2.110333e-07	0.0e+00	00:00:35.016"
"000000227	022016.950	000.607717	0.007098	2.476234e-07	0.0e+00	00:00:35.172"
"000000228	022017.025	000.530845	0.006928	2.163310e-07	0.0e+00	00:00:35.328"
"000000229	022017.100	000.598975	0.007681	2.439458e-07	0.0e+00	00:00:35.485"
"000000230	022017.175	000.566957	0.008496	2.307523e-07	0.0e+00	00:00:35.641"
"000000231	022017.250	000.550493	0.009326	2.239002e-07	0.0e+00	00:00:35.797"
"000000232	022017.325	000.549296	0.009908	2.233077e-07	0.0e+00	00:00:35.953"
"000000233	022017.400	000.614932	0.010294	2.499127e-07	0.0e+00	00:00:36.110"
"000000234	022017.475	000.557923	0.010645	2.266791e-07	0.0e+00	00:00:36.266"
"000000235	022017.550	000.625221	0.011011	2.539461e-07	0.0e+00	00:00:36.422"
"000000236	022017.625	000.578174	0.011809	2.346849e-07	0.0e+00	00:00:36.578"
"000000237	022017.700	000.601304	0.012250	2.439864e-07	0.0e+00	00:00:36.735"
"000000238	022017.775	000.614580	0.012941	2.492334e-07	0.0e+00	00:00:36.891"
"000000239	022017.850	000.604128	0.013107	2.449618e-07	0.0e+00	00:00:37.047"
"000000240	022017.925	000.503051	0.013677	2.038829e-07	0.0e+00	00:00:37.203"
"000000241	022018.000	000.432922	0.014392	1.753584e-07	0.0e+00	00:00:37.360"
"000000242	022018.075	000.606714	0.015380	2.455578e-07	0.0e+00	00:00:37.516"
"000000243	022018.150	000.553749	0.015673	2.240680e-07	0.0e+00	00:00:37.672"
"000000244	022018.225	000.531133	0.015891	2.148785e-07	0.0e+00	00:00:37.828"
"000000245	022018.300	000.482744	0.016048	1.952773e-07	0.0e+00	00:00:37.985"
"000000246	022018.375	000.400352	0.016960	1.618289e-07	0.0e+00	00:00:38.141"
"000000247	022018.450	000.445857	0.017670	1.801197e-07	0.0e+00	00:00:38.297"
"000000248	022018.525	000.482618	0.018367	1.948606e-07	0.0e+00	00:00:38.453"
"000000249	022018.600	000.451055	0.018854	1.820451e-07	0.0e+00	00:00:38.610"
"000000250	022018.675	000.363219	0.018871	1.465929e-07	0.0e+00	00:00:38.766"
"000000251	022018.750	000.227743	0.019260	9.188661e-08	0.0e+00	00:00:38.922"
"000000252	022018.825	000.344729	0.019864	1.390190e-07	0.0e+00	00:00:39.078"
"000000253	022018.900	000.285135	0.020816	1.148981e-07	0.0e+00	00:00:39.235"
"000000254	022018.975	000.356713	0.021534	1.436584e-07	0.0e+00	00:00:39.391"
"000000255	022019.050	000.461523	0.021927	1.858091e-07	0.0e+00	00:00:39.547"
"000000256	022019.125	000.463840	0.022100	1.867162e-07	0.0e+00	00:00:39.703"
"000000257	022019.200	000.487468	0.022919	1.960981e-07	0.0e+00	00:00:39.860"
"000000258	022019.275	000.616566	0.023661	2.478834e-07	0.0e+00	00:00:40.016"
"000000259	022019.350	000.780534	0.024152	3.136813e-07	0.0e+00	00:00:40.172"
"000000260	022019.425	000.889295	0.024695	3.572341e-07	0.0e+00	00:00:40.328"
"000000261	022019.500	000.996049	0.024968	4.000300e-07	0.0e+00	00:00:40.485"
"000000262	022019.575	001.091994	0.025267	4.384575e-07	0.0e+00	00:00:40.641"
"000000263	022019.650	001.182950	0.025853	4.747549e-07	0.0e+00	00:00:40.797"
"000000264	022019.725	001.179514	0.026888	4.729832e-07	0.0e+00	00:00:40.953"
"000000265	022019.800	000.997442	0.027646	3.997294e-07	0.0e+00	00:00:41.110"
"000000266	022019.875	000.977805	0.028283	3.916600e-07	0.0e+00	00:00:41.266"
"000000267	022019.950	000.929541	0.027941	3.724299e-07	0.0e+00	00:00:41.422"
"000000268	022020.025	000.730402	0.028377	2.925404e-07	0.0e+00	00:00:41.578"
"000000269	022020.100	000.659836	0.029021	2.641414e-07	0.0e+00	00:00:41.735"
"000000270	022020.175	000.454408	0.030043	1.817567e-07	0.0e+00	00:00:41.891"
"000000271	022020.250	000.431290	0.030613	1.724315e-07	0.0e+00	00:00:42.047"
"000000272	022020.325	000.394919	0.031302	1.578033e-07	0.0e+00	00:00:42.203"
"000000273	022020.400	000.356880	0.031531	1.425775e-07	0.0e+00	00:00:42.360"
"000000274	022020.475	000.306065	0.032087	1.222218e-07	0.0e+00	00:00:42.516"
"000000275	022020.550	000.345050	0.032616	1.377316e-07	0.0e+00	00:00:42.672"
